product_id,predicted_stars,prediction_confidence,topic
B0162K34H2,4,0.5358237028121948,0
B0162LYSFS,1,0.5055047273635864,0
B016MDK4F4,5,0.5871826410293579,0
B016XVRKZM,3,0.4250440299510956,3
B017NC2IPM,4,0.32353779673576355,18
B017PDR9N0,3,0.48557162284851074,-1
B0187F2IOK,5,0.659163236618042,4
B0188KPKB2,4,0.6145495176315308,4
B01892MIPA,4,0.6353111267089844,15
B018SJJ0GE,4,0.7648073434829712,2
B01C8P29N0,3,0.5045103430747986,16
B01C8P29T4,4,0.5579895377159119,16
B01CS4A5V4,3,0.5539417862892151,8
B01D5H8LDM,4,0.5367935299873352,-1
B01D5H8ZI8,4,0.6275947690010071,21
B01D5H90L4,5,0.6593934297561646,21
B01DEWVZ2C,3,0.4197023808956146,1
B01DF26V7A,3,0.47475045919418335,1
B01DGVKBC6,4,0.524792492389679,18
B01DJJVFPC,4,0.4432229697704315,6
B01EJ5MM5M,3,0.39439383149147034,12
B01EY310UM,4,0.4875945448875427,16
B01EZ0X3L8,3,0.6804441809654236,11
B01F25X6RQ,3,0.6330925822257996,1
B01F262EUU,3,0.6330925822257996,1
B01F7B2JCI,4,0.6649099588394165,13
B01FSYQ2A4,4,0.33563345670700073,1
B01GFTEV5Y,3,0.5524142980575562,2
B01GGKYKQM,5,0.8884857296943665,0
B01GGKZ0V6,3,0.49081021547317505,0
B01GGKZ4NU,3,0.6167188286781311,0
B01GZSQJPA,3,0.5272403955459595,4
B01HGCLUH6,2,0.38512927293777466,18
B01HJI0FS2,4,0.7320178747177124,6
B01I1LDZGA,4,0.6408929824829102,2
B01IBRHE3E,4,0.5448045134544373,14
B01IOZUHRS,5,0.38352087140083313,0
B01J0XWYKQ,4,0.6920843720436096,6
B01J1CFO5I,5,0.4869678318500519,6
B01J8S6X2I,4,0.44958606362342834,21
B01JOFKL0A,4,0.4982600212097168,12
B01KCSGBU2,5,0.6769505739212036,14
B01KK0HU3Y,3,0.653366208076477,6
B01L6MT7E0,3,0.38154348731040955,14
B01L7C4IU2,3,0.41399285197257996,-1
B01L8ZNWN2,3,0.5125178694725037,11
B01LONQBDG,4,0.524870753288269,0
B01LWYDEQ7,4,0.48775234818458557,4
B01LY9W8AF,3,0.6393292546272278,24
B01LYLJ99X,2,0.4000003933906555,11
B01LYU3BZF,3,0.3251572251319885,-1
B01M0505SJ,4,0.4561704099178314,-1
B01M265AAK,2,0.27931705117225647,10
B01M4GGIVU,4,0.51611328125,21
B01M5967SY,3,0.42414507269859314,21
B01M5B0TPW,4,0.4344603717327118,4
B01M5F614J,2,0.2969297766685486,10
B01M6453MB,2,0.4839846193790436,2
B01M69WCZ6,4,0.4682144224643707,-1
B01M72LILF,4,0.4453340470790863,6
B01MF8MB65,3,0.3720841705799103,1
B01MQ2A86A,4,0.5610995888710022,6
B01MQZ7J8K,4,0.6435769200325012,2
B01MRARGBW,4,0.2862069308757782,13
B01MUAUOCX,5,0.6188182830810547,4
B01MY839VW,5,0.5454731583595276,16
B01N1XVVLC,4,0.49072086811065674,10
B01N4EV2TL,3,0.5306004285812378,6
B01N6IJG0F,5,0.5452858805656433,16
B01N6LU1VF,1,0.42542028427124023,11
B01N90RZ4M,3,0.7026837468147278,7
B01NBX5RSB,5,0.5495344996452332,0
B01NCVJMKX,4,0.6723194718360901,20
B06XDKWLJH,4,0.6755576133728027,11
B06XFTHCNY,4,0.5934101343154907,-1
B06XGWRKYT,3,0.2980651259422302,3
B06XMZV7RH,3,0.48470959067344666,13
B06XPYRWV5,4,0.6661979556083679,2
B06XR9PR5X,5,0.5431098937988281,21
B06XSK3XL6,4,0.44447121024131775,0
B06Y36JKC3,4,0.9319021105766296,13
B071113J7M,4,0.4284123182296753,4
B0711PVX6Z,5,0.43188491463661194,0
B0718ZN31Q,3,0.4760059416294098,0
B071R3LHFM,2,0.5141652226448059,4
B071SDRGWL,5,0.43729686737060547,0
B071VMP1Z4,4,0.46879565715789795,7
B071VNHMX2,4,0.5879432559013367,2
B071Z8M4KX,2,0.5081692934036255,1
B07222HQKP,4,0.6731103658676147,11
B07232M876,5,0.46097463369369507,0
B072J83V9W,4,0.5094537138938904,14
B072NCN9M4,4,0.5054422616958618,14
B073BRXPZX,4,0.6205240488052368,6
B0746JGVDS,3,0.43734246492385864,8
B0746N6WML,5,0.6718287467956543,12
B0747VDH9L,4,0.37862035632133484,4
B074CWD7MS,4,0.4417266547679901,8
B0752LL57V,4,0.508230984210968,13
B0756CLQWL,3,0.4705039858818054,6
B0756K5DYZ,2,0.5187084078788757,4
B0756KCV5K,3,0.40174224972724915,2
B0758F7KK7,3,0.9769847393035889,8
B0759QMF85,3,0.4188198447227478,18
B075DB1F13,4,0.8720622062683105,0
B075JJ5NQC,5,0.9056698083877563,19
B075K76YW1,3,0.5101987719535828,4
B075S9FVRY,4,0.5443119406700134,4
B075TJHWVC,4,0.47283822298049927,3
B075ZTJ9XR,5,0.7303785681724548,21
B0762HXMTF,4,0.5759680271148682,22
B0763K5HLQ,3,0.6585981249809265,23
B0765B3TH7,4,0.6543595790863037,-1
B076B8G5D8,4,0.5513423681259155,1
B076VQS87V,3,0.44169342517852783,-1
B077BTLQ67,3,0.4987979233264923,15
B077T3BG5L,2,0.43546560406684875,6
B077Z65HSD,5,0.5277376174926758,0
B0789LZTCJ,4,0.5155476927757263,0
B078G6ZF5Z,4,0.542395293712616,0
B078HG2ZPS,4,0.6575755476951599,-1
B078HRR1XV,2,0.5301555395126343,19
B078JBK4GX,4,0.9077411890029907,15
B078JDNZJ8,4,0.5604957342147827,15
B078JF6X9B,4,0.5230247378349304,15
B078JT7LTD,3,0.3633454144001007,4
B078KRFWQB,3,0.47406479716300964,10
B078V8R9BS,4,0.7133487462997437,2
B078W65FJ7,4,0.5037141442298889,1
B078WB1VWJ,3,0.5030142068862915,16
B078XFKBZL,2,0.4856025278568268,22
B07924P3C5,3,0.5733333230018616,11
B07966M8XH,5,0.7828406691551208,8
B07989VV5K,2,0.5123983025550842,16
B0798PJPCL,4,0.5053483247756958,8
B079S811J3,4,0.4246881306171417,1
B079Y6JZC8,4,0.7965937256813049,6
B07B275VN9,2,0.4856686592102051,7
B07B5XJ572,4,0.5983152389526367,2
B07B88KQZ8,4,0.4111437201499939,1
B07BKSSDR2,4,0.45762962102890015,13
B07BRKK9JQ,3,0.40962135791778564,6
B07CD2BN46,5,0.7203754782676697,1
B07CRL2GY6,4,0.4806045889854431,0
B07CVR2L5K,4,0.510109007358551,4
B07CWDX49D,4,0.49388569593429565,0
B07CWNJLPC,4,0.49388569593429565,0
B07D2NMTTV,4,0.9491082429885864,16
B07D8VBYB4,4,0.7242134213447571,4
B07DC4RZPY,3,0.39960214495658875,0
B07DFYJRQV,3,0.589693546295166,1
B07DGD4Z4C,3,0.37019607424736023,4
B07DJ5KYDZ,5,0.7981149554252625,0
B07DJLFMPS,5,0.7043642997741699,17
B07DKZCZ89,4,0.5019676685333252,1
B07DL1KC3H,5,0.5139196515083313,7
B07DWFX9YS,4,0.3583674728870392,0
B07DXRGWDJ,3,0.6153496503829956,16
B07DZ986Q2,2,0.6167865991592407,-1
B07F1P8KNV,4,0.5451539158821106,0
B07F1T31ZZ,4,0.5481888055801392,23
B07F366Z51,4,0.6666818261146545,2
B07F6GXNPB,5,0.5553964972496033,14
B07FJNNZCJ,5,0.5341541171073914,-1
B07FL3WRX5,3,0.36760351061820984,4
B07FXLC2G2,4,0.49534013867378235,22
B07G147SZD,4,0.37175416946411133,15
B07G3YNLJB,4,0.6818873286247253,11
B07GLNJC25,4,0.4846116304397583,-1
B07GLS2563,3,0.6663278341293335,2
B07GLSKXS1,2,0.440305233001709,2
B07GMFY9QM,4,0.5130114555358887,2
B07GNC2592,4,0.5014299154281616,14
B07GPXXNNG,2,0.5081692934036255,1
B07GQD4K6L,2,0.5081693530082703,1
B07GVGTSLN,4,0.5010786652565002,0
B07GVR9TG7,3,0.3487369418144226,18
B07GWTWFS2,3,0.4579218029975891,2
B07GXHC691,4,0.6872624158859253,8
B07GXPDLYQ,3,0.6376738548278809,23
B07H1S7XW8,4,0.46933192014694214,8
B07H3N8RJH,4,0.663555920124054,14
B07H3WDC4X,4,0.6928383708000183,2
B07H5PBN54,4,0.3223719000816345,15
B07H8W9PB6,4,0.43727388978004456,19
B07HK53XM4,2,0.4900897145271301,20
B07HZ2QCGR,2,0.31056541204452515,0
B07J2BQZD6,2,0.47176864743232727,24
B07J2NGB69,3,0.6934820413589478,6
B07J9KXQCC,3,0.530349850654602,10
B07JB2Y4SR,4,0.4566539525985718,12
B07JF9B592,2,0.4129283130168915,1
B07JGCGNDG,4,0.45507803559303284,15
B07JGDB5M1,4,0.5531209707260132,0
B07JH1C41D,4,0.5496770143508911,0
B07JH1CBGW,4,0.5496770143508911,0
B07JJFSG2B,3,0.5297194719314575,11
B07JNVF678,5,0.6444952487945557,0
B07JPJJZ2H,5,0.6444952487945557,0
B07JPX9CR7,4,0.58223956823349,6
B07JQKQ91F,4,0.6163045167922974,1
B07JW1Y6XV,4,0.5531209707260132,0
B07JW9H4J1,4,0.4809268116950989,0
B07JZSG42Y,4,0.7199485301971436,2
B07K19NYZ8,1,0.25039178133010864,10
B07K2HVKLL,3,0.3728991448879242,10
B07KCMR8D6,4,0.5092214941978455,12
B07KKJPTWB,4,0.42279350757598877,4
B07KNM95JK,5,0.530485987663269,13
B07KR5P3YD,3,0.7202506065368652,6
B07KRCW6LZ,5,0.44046494364738464,18
B07KSB1MLX,4,0.5770595073699951,3
B07KSMBL2H,5,0.46902406215667725,21
B07KY3FNQP,2,0.4598766565322876,1
B07L1N3TJX,4,0.3186895549297333,0
B07L3NDN24,4,0.5833166837692261,1
B07L5L4GTB,4,0.4739477038383484,12
B07L8KNP5F,3,0.4417133331298828,1
B07L9FW9GF,3,0.4617674648761749,6
B07LDN9Q2P,5,0.8042978644371033,16
B07LDPLSZC,5,0.5525797605514526,16
B07LFQLKFZ,4,0.5465062856674194,12
B07LFWP97N,4,0.608250617980957,8
B07LG59NPV,5,0.6885210275650024,1
B07LG96SDB,2,0.6516377329826355,-1
B07LGT55SJ,4,0.5535967350006104,0
B07M69276N,4,0.5593088269233704,18
B07MDRGHWQ,3,0.4630819261074066,21
B07MKFNHKG,3,0.4680536389350891,21
B07MKMFKPG,2,0.3552117943763733,4
B07MP21WJD,4,0.49095210433006287,20
B07MSLTW8Z,3,0.4897364675998688,8
B07N2MGB3G,4,0.5576769113540649,2
B07N42JB4S,5,0.7513285279273987,8
B07N8RQ6W7,4,0.6400010585784912,8
B07NC12T2R,3,0.4461979866027832,1
B07NCKMXVZ,4,0.9866456389427185,20
B07NKNBTT3,3,0.4191913902759552,20
B07NPBG1B4,3,0.4702126085758209,-1
B07NRTCDS5,4,0.6440584063529968,4
B07NTKGW45,4,0.5733139514923096,8
B07P1BR7L8,5,0.7388861775398254,2
B07P434WJY,5,0.7069409489631653,12
B07P681N66,4,0.47927147150039673,18
B07PFJ5VQD,4,0.5778102278709412,0
B07PFJ5W31,4,0.5829053521156311,0
B07PLHTTB4,4,0.6590858697891235,19
B07PR1CL3S,3,0.4878309369087219,1
B07Q4NJQC5,4,0.6820383667945862,13
B07Q4QV1DL,4,0.5333922505378723,8
B07Q7561HD,4,0.3698914051055908,5
B07QCWY5XV,4,0.5753780603408813,8
B07QDSN9V6,4,0.6507107615470886,2
B07QHHCB27,3,0.5681671500205994,4
B07QMRHWJD,4,0.6637634634971619,19
B07QZ3CZ48,4,0.7522023916244507,1
B07R679HTT,4,0.5741694569587708,4
B07R99NBVB,4,0.5949397683143616,0
B07RCGTZ4M,4,0.49015817046165466,14
B07RD611Z8,4,0.6751632690429688,0
B07RX14W1Q,4,0.4498160183429718,21
B07RX42D3D,4,0.5851089358329773,13
B07RY2X9MP,5,0.7141889929771423,21
B07RZZ1QSW,4,0.44917774200439453,8
B07S7DCJKS,4,0.5969927906990051,13
B07S851WX5,4,0.7609522938728333,2
B07S9M8YTY,3,0.47951650619506836,16
B07S9S86BF,4,0.5323996543884277,1
B07SBGFDX9,3,0.8008745908737183,12
B07SLMR1K6,4,0.5276345014572144,11
B07SLNG3LW,4,0.5427360534667969,14
B07SPVMSC6,3,0.40782323479652405,-1
B07SRM58TP,3,0.5989940166473389,14
B07SY4C3TD,4,0.4343607723712921,12
B07SYYVP69,4,0.6849010586738586,2
B07T4D9FNY,5,0.5401917099952698,16
B07T5DKR5D,2,0.4882577955722809,1
B07T9FV9YP,3,0.4432372450828552,1
B07TC9F7PN,3,0.6260988116264343,15
B07TCN5VR9,3,0.4717921018600464,1
B07TMCXRFV,4,0.9747322201728821,25
B07TR5HSR9,3,0.5443247556686401,8
B07TTSS5MP,3,0.4754750728607178,4
B07TXCY3YK,3,0.4291612505912781,13
B07V5YF4ND,4,0.4665190577507019,7
B07V82W5CN,2,0.39504218101501465,6
B07VJ9ZTXS,4,0.7414710521697998,21
B07VNFP3C2,3,0.5094675421714783,2
B07VQGVL68,3,0.5502188801765442,13
B07VSG5SXZ,4,0.46632859110832214,21
B07VTFN6HM,3,0.4676831364631653,11
B07VV37FT4,3,0.5700602531433105,12
B07VVXJ2P5,3,0.6255940794944763,8
B07VX71FZP,4,0.617560625076294,10
B07VZH6ZBB,3,0.4274138808250427,15
B07VZYMQNZ,4,0.4718945026397705,2
B07W14CHV8,3,0.5191124081611633,11
B07W4HTS8Q,2,0.45789000391960144,-1
B07W6VWZ8C,4,0.8024795651435852,1
B07W7Z6DVL,4,0.6921631097793579,1
B07W9KYT62,2,0.47675034403800964,18
B07WDK3ZS2,3,0.4624519944190979,9
B07WDK3ZS6,3,0.46854904294013977,9
B07WDKLDRX,3,0.36330902576446533,9
B07WDKLRM4,3,0.46854904294013977,9
B07WFPMGQQ,3,0.4624519944190979,9
B07WG8PDCW,3,0.5188829302787781,1
B07WGMMQGP,3,0.45003262162208557,17
B07WGPBXY9,3,0.4570569694042206,2
B07WGPKMP5,3,0.46854904294013977,9
B07WGPKTS4,3,0.46854904294013977,9
B07WHQBZLS,3,0.45003262162208557,17
B07WHQWXL7,3,0.46854904294013977,9
B07WHS7MZ1,3,0.42434489727020264,9
B07WHSJXLF,3,0.4624519944190979,9
B07WJV6P1R,3,0.46854904294013977,9
B07WJWRNVK,3,0.45003262162208557,17
B07WJXCTG9,3,0.515628457069397,-1
B07WKB69RS,3,0.34632372856140137,15
B07WKBD37W,3,0.4280584752559662,8
B07WMS7TWB,3,0.5164613127708435,2
B07WNK1FFN,4,0.7503650188446045,2
B07WVQG8WZ,3,0.6295499801635742,16
B07X2L5Z8C,4,0.6135006546974182,6
B07X963JNS,3,0.51139897108078,5
B07XCM6T4N,4,0.9180794954299927,13
B07XJWTYM2,4,0.5246905088424683,1
B07XJYYH7L,2,0.5704277753829956,0
B07XLCFSSN,4,0.45496341586112976,0
B07XLML2YS,4,0.575553297996521,17
B07Y1RCCW5,2,0.4902561902999878,15
B07Y5FDPKV,3,0.5408092737197876,4
B07Y9PY6Y1,4,0.9288170337677002,4
B07YC8JHMB,3,0.46391046047210693,22
B07YCBSCYB,2,0.3504359722137451,2
B07YFWVRCM,3,0.6003270149230957,17
B07YL54NVJ,5,0.5763171315193176,11
B07YNHCW6N,4,0.5523959398269653,19
B07YNTJ8ZM,4,0.6453799605369568,1
B07YQ5SN4H,4,0.5127354264259338,-1
B07YR26BJ3,4,0.6661163568496704,2
B07YSJ7FF1,4,0.5233250260353088,13
B07YTNKVJQ,4,0.539973795413971,0
B07YWS9SP9,4,0.5992587208747864,-1
B07YY1BY5B,4,0.5612192153930664,5
B07YZG8PPY,4,0.6019970178604126,3
B07Z1X6VFC,4,0.4662556052207947,8
B07Z1YVP72,4,0.5780196785926819,8
B07Z1Z77ZZ,3,0.554783046245575,8
B07Z3K96FR,3,0.6192406415939331,25
B07Z51CGGH,3,0.5038875341415405,14
B07Z53L5QL,4,0.4106985330581665,19
B07ZJND9B9,3,0.4443483352661133,-1
B07ZKD8T1Q,4,0.4724382162094116,18
B07ZR4S1G4,1,0.6424413919448853,7
B0811VCGL5,4,0.642137885093689,14
B0814LP6S9,4,0.6582502126693726,24
B0814P4L98,5,0.5859814286231995,24
B0814ZY6FP,3,0.41383710503578186,1
B0819HZPXL,2,0.3483825922012329,6
B0819ZZK5K,4,0.43617117404937744,11
B081B1JL35,3,0.4016767740249634,13
B081FG1QYX,4,0.883183479309082,0
B081FJWN52,4,0.883183479309082,0
B081NHWT6Z,4,0.7005683779716492,7
B081RLM75M,3,0.43453505635261536,20
B08235JZFB,4,0.5809457302093506,-1
B08243SKCK,5,0.6631990075111389,-1
B082FTPRSK,3,0.525084912776947,-1
B082KVTRW8,4,0.47433769702911377,2
B082LSVT4B,4,0.5494379997253418,0
B082LZGK39,4,0.5494379997253418,0
B082T6GVG9,2,0.4046137034893036,0
B082T6GVLJ,2,0.37735503911972046,0
B082T6GXS5,4,0.6073230504989624,0
B082T6V3DT,4,0.5656459331512451,0
B082ZQ4479,3,0.6565954685211182,4
B0832W3B7Q,3,0.6550309658050537,2
B083342NKJ,4,0.5085013508796692,0
B0836JGZ74,3,0.6864133477210999,-1
B083GKDRKR,4,0.8511679172515869,2
B083GQGT3Z,3,0.5707369446754456,8
B083J64CBB,3,0.6051934957504272,24
B083M7WPZD,3,0.5912699699401855,14
B083P71WKK,3,0.6045973300933838,13
B083RC4WFJ,3,0.4670026898384094,24
B083RCTXLL,4,0.7519828677177429,6
B083RD1J99,4,0.6616447567939758,6
B083T5G5PM,3,0.5418877005577087,1
B0841KQR1Z,2,0.4141819179058075,7
B08444S68L,4,0.6226216554641724,9
B08461VC1Z,4,0.5030142664909363,6
B0846D5CBP,3,0.4610815644264221,-1
B084872DQY,3,0.33714839816093445,7
B08497Z1MQ,2,0.4654291272163391,6
B08498D67S,3,0.5537387132644653,6
B08498H13H,3,0.6886022686958313,6
B084BR3QX8,3,0.41368573904037476,0
B084DTMYWK,2,0.37839025259017944,0
B084MZXJN6,3,0.4482380449771881,0
B084MZXJNK,5,0.9341699481010437,0
B084MZYBTV,5,0.6737156510353088,0
B084N133Y7,5,0.9341699481010437,0
B084N18QZY,4,0.38711827993392944,0
B084N1BM9L,3,0.4482380449771881,0
B084PJSSQ1,3,0.4817984998226166,11
B085194JFL,3,0.43694204092025757,21
B0856HNMR7,4,0.6859985589981079,1
B0856HY85J,3,0.47258028388023376,1
B0859M539M,4,0.49167194962501526,18
B085CZ3SR1,4,0.6459229588508606,0
B085DTN6R2,4,0.4766513407230377,0
B085HY1DGR,4,0.4182453751564026,0
B085LPT5F4,3,0.4215688407421112,-1
B085W8CFLH,4,0.8970158696174622,1
B086199CWG,3,0.6884065866470337,4
B086394NY5,3,0.5235431790351868,8
B086GVRP63,3,0.5574683547019958,23
B086JTMRYL,5,0.6780939698219299,0
B086PXQ2R4,3,0.5161624550819397,12
B086Q3QMFS,5,0.6232767105102539,12
B086WMSCN3,3,0.4366908371448517,1
B086X18Q71,3,0.47609248757362366,20
B0873L7J6X,3,0.4127921164035797,1
B087FXHB6J,4,0.6661791801452637,6
B087JWLZ2K,4,0.41904303431510925,3
B0883KDSXC,4,0.5561608672142029,-1
B0883LQJ6B,4,0.5332481265068054,16
B088GXTJM3,3,0.42741620540618896,8
B088WCFPQF,4,0.5719204545021057,23
B088Z1YWBC,4,0.4399510324001312,3
B088ZFJY82,4,0.5333921909332275,8
B088ZTJT2R,3,0.45728081464767456,-1
B089BDBDGM,4,0.5062296986579895,24
B089WB69Y1,4,0.6346232295036316,0
B08B42LWKN,4,0.6126866340637207,3
B08B6XWQ1C,4,0.47663694620132446,8
B08BCKN299,4,0.6265701651573181,1
B08BG4M4N7,4,0.46996939182281494,7
B08BJN4MP3,3,0.466151624917984,22
B08BQ947H3,2,0.2920440435409546,25
B08C4Z69LN,2,0.3683658540248871,11
B08C7TYHPB,4,0.6418829560279846,0
B08CDKQ8T6,5,0.6748085021972656,0
B08CF3B7N1,4,0.35544729232788086,0
B08CF3D7QR,3,0.4907248020172119,0
B08CF4SCNP,2,0.49406370520591736,6
B08CFCK6CW,2,0.4743874669075012,1
B08CFJBZRK,3,0.4269134998321533,4
B08CGW4GYR,3,0.5828263163566589,23
B08CHKQ8D4,4,0.49821603298187256,0
B08CHZ3ZQ7,4,0.6898815631866455,6
B08CKW1KH9,3,0.6025230288505554,7
B08CNLYKW5,3,0.4334259331226349,4
B08CRRQK6Z,3,0.44872549176216125,1
B08CS3BT4L,3,0.7056463360786438,3
B08CT62BM1,3,0.41890379786491394,0
B08CTNJ985,3,0.41890379786491394,0
B08CTQP51L,4,0.7304230332374573,25
B08CYNJ5KY,3,0.7713509798049927,12
B08CYPB15D,4,0.49475789070129395,12
B08CZHGHKH,4,0.6063508987426758,19
B08D11DZ2W,2,0.3211245834827423,1
B08D64C9FN,4,0.46059587597846985,6
B08D6RCM3Q,4,0.5591272115707397,24
B08D75R3Z1,3,0.42139023542404175,1
B08D77XZX5,4,0.4144721031188965,1
B08D9MNH4B,3,0.4201771914958954,12
B08D9NDZ1Y,3,0.5877278447151184,12
B08DCVRW98,4,0.530929446220398,7
B08DDRGWTJ,4,0.43292543292045593,0
B08DPLCM6T,3,0.45128509402275085,3
B08F47T4X5,4,0.63798588514328,24
B08FB2LNSZ,3,0.6213065385818481,1
